Teste 1
16 5338 o
17 5329 q
18 5279 s
19 5229 m
20 5190 x
21 5152 d
22 5098 z
23 5032 j
24 5024 u
25 4975 p
26 4974 h
27 4970 j
28 4960 r
29 4864 c
30 4835 i
31 4769 h
32 4681 a
33 4663 m
34 4619 d
35 4581 l
36 4574 c
37 4503 l
38 4479 m
39 4381 w
40 4294 z
41 4282 j
42 4215 d
43 4122 o
44 4047 l
45 4008 d
46 3964 h
47 3909 r
48 3832 v
49 3531 q
50 3399 d
51 3294 u

Teste 1068
1 7242 b
2 6674 s
3 6545 d
4 6192 g
5 6091 w
6 6031 c
7 6013 u
8 5997 e
9 5937 o
10 5893 a
11 5871 y
12 5856 m
13 5622 b
14 5617 s
15 5615 a
16 5572 n
17 5548 l
18 5523 a
19 5499 o
20 5423 d
21 5369 s
22 5338 y
23 5279 a
24 5222 m
25 5190 a
26 5098 r
27 5024 o
28 4974 a
29 4960 s
30 4835 i
31 4772 r
32 4681 w
33 4662 i
34 4619 e
35 4574 c
36 4545 a
37 4509 y
38 4479 g
39 4474 l
40 4448 a
41 4356 a
42 4294 b
43 4215 b
44 4047 f
45 3991 f
46 3964 l
47 3884 l
48 3832 u
49 3818 n
50 3537 a
51 3399 y

Teste 1069
1 5860 s
2 5509 p
3 4846 q
4 3991 q
5 3884 s
6 3818 w
7 3721 w
8 3399 p

Teste 1070
1 6910 i
2 6114 a
3 5509 a
4 4628 f
5 4055 p
6 3991 p
7 3818 i
8 3399 f

Teste 1071
1 6923 w
2 4316 w
3 3991 w
4 3399 w

Teste 1072
1 6753 w
2 4614 f
3 4316 w
4 3399 f

Teste 1073
1 6114 m
2 5932 a
3 5595 m
4 5378 x
5 4628 r
6 4614 d
7 4356 r
8 4215 a
8 4215 r
10 4091 r
11 3922 d
12 3399 x

Teste 1074
1 6791 f
2 5932 s
3 5522 b
4 5378 f
5 5320 s
6 5248 f
7 5003 r
8 4676 c
9 4614 c
10 4215 f
11 4091 r
12 3399 b

Teste 1075
1 6009 u
2 5932 v
3 5510 h
4 5488 c
5 5405 r
6 5378 r
7 5248 m
8 5170 q
9 4776 v
10 4679 m
11 4676 q
12 4474 h
13 4215 c
14 3399 u

Teste 1076
1 5932 n
2 5488 p
3 5378 w
4 5170 a
5 5128 r
6 4740 p
7 4679 r
8 4520 a
9 4474 w
10 4301 w
11 3631 p
12 3399 p
13 3173 w
14 3015 n

Teste 1077
1 6852 m
2 6297 m
3 6138 w
4 5774 w
5 5742 h
6 5628 u
7 5624 o
8 5622 w
9 5615 y
10 5548 h
11 5499 s
12 5488 n
13 5369 k
14 5279 o
15 5190 d
16 5170 f
17 5024 m
18 5018 q
19 4960 n
20 4938 o
21 4924 h
22 4799 d
23 4787 d
24 4772 u
25 4740 o
26 4662 d
27 4574 q
28 4520 m
29 4509 w
30 4359 n
31 4301 w
32 4243 y
33 4197 f
34 4161 k
35 4130 w
36 3803 n
37 3706 s
38 3401 e
39 3399 e
40 3015 h

Teste 1078
1 6297 w
2 6013 z
3 5982 z
4 5956 y
5 5867 i
6 5774 m
7 5695 f
8 5628 y
9 5626 e
10 5622 z
11 5548 j
12 5511 j
13 5488 o
14 5395 f
15 5375 a
16 5279 f
17 5266 j
18 5248 f
19 5186 j
20 5170 a
21 5018 j
22 4996 c
23 4938 c
24 4925 b
25 4841 y
26 4799 z
27 4772 b
28 4662 p
29 4660 o
30 4520 i
31 4438 m
32 4359 j
33 4243 j
34 4161 e
35 4008 p
36 3803 f
37 3401 f
38 3222 w
39 3015 y
40 2657 j

Teste 1079
1 7363 k
2 7242 z
3 6690 u
4 6607 j
5 6545 j
6 6235 z
7 6124 z
8 6091 b
9 6013 q
9 6013 u
11 5956 m
12 5937 z
13 5871 a
14 5827 b
15 5774 x
16 5752 k
17 5664 p
18 5628 u
19 5622 k
20 5562 s
21 5534 s
22 5531 m
23 5511 n
24 5508 j
25 5471 d
26 5458 k
27 5430 h
28 5419 a
29 5414 q
30 5395 v
31 5394 u
32 5360 w
33 5279 c
34 5265 n
35 5264 c
36 5248 z
37 5224 d
38 5170 a
39 5159 p
40 5149 h
41 5088 j
42 5065 j
43 5014 f
44 4996 w
45 4955 k
46 4954 n
47 4925 g
48 4861 w
49 4831 u
50 4799 o
51 4693 u
52 4662 j
53 4646 z
54 4637 v
55 4591 w
56 4573 l
57 4520 n
58 4359 f
59 4271 j
60 4161 c
61 3885 a
62 3803 j
63 3717 o
64 3713 g
65 3623 c
66 3395 x
67 3222 l
68 2657 k

Teste 1080
1 7242 x
2 6607 m
3 6438 j
4 6329 k
5 6278 x
6 6235 w
7 6225 j
8 6128 d
9 6091 u
10 6013 e
11 5938 e
12 5937 r
13 5827 y
14 5788 x
15 5752 j
16 5731 g
17 5657 p
18 5638 r
19 5632 b
20 5628 x
21 5618 u
22 5615 o
23 5578 r
24 5562 i
25 5531 q
26 5508 p
27 5458 v
28 5419 q
29 5395 l
30 5362 v
31 5360 d
32 5320 v
33 5265 m
34 5248 m
35 5179 g
36 5170 o
37 5149 v
38 5065 b
39 5015 o
40 4996 r
41 4973 w
42 4970 m
43 4954 t
44 4912 q
45 4889 m
46 4871 u
47 4869 s
48 4861 s
49 4827 b
50 4799 e
51 4757 l
52 4731 i
53 4662 g
54 4637 b
55 4598 l
56 4573 u
57 4472 u
58 4395 e
59 4381 m
60 4359 j
61 4279 y
62 4161 l
63 3935 q
64 3803 o
65 3713 g
66 3451 t
67 3395 u
68 2657 k

Teste 1081
1 6528 h
2 6517 l
3 6381 n
4 6297 g
5 6258 u
6 6204 g
7 6013 m
8 5937 n
9 5802 k
10 5788 y
11 5784 g
11 5784 m
13 5732 t
14 5731 l
15 5713 c
16 5684 w
17 5638 s
18 5628 o
19 5615 o
20 5584 g
21 5563 h
22 5562 k
23 5508 h
24 5419 w
25 5381 l
26 5362 g
27 5320 u
28 5286 p
29 5248 n
30 5235 o
31 5206 c
32 5170 q
33 5065 l
34 5021 k
35 4996 p
36 4970 z
37 4921 y
38 4912 p
39 4871 v
40 4861 g
41 4821 p
42 4799 c
43 4731 k
44 4637 c
45 4573 t
46 4395 g
47 4371 w
48 4359 g
49 4342 t
50 4188 n
51 4161 u
52 4042 v
53 3803 w
54 3771 q
55 3762 o
56 3535 z
57 3496 u
58 3451 t
59 3091 s
60 2657 h

Teste 1082
1 6517 o
2 6441 g
3 6408 z
4 6297 l
5 6204 i
6 6118 b
7 5964 m
8 5937 u
9 5897 r
10 5796 o
11 5788 g
12 5784 z
13 5731 g
14 5726 g
15 5713 g
16 5684 u
17 5636 d
18 5628 m
19 5584 a
20 5562 c
21 5464 i
22 5419 z
23 5362 o
23 5362 r
25 5286 a
26 5235 q
27 5177 u
28 5170 s
29 5150 c
30 5138 l
31 5048 e
32 5047 z
33 5021 b
34 4970 a
35 4960 a
36 4954 c
37 4912 n
38 4861 o
39 4858 a
40 4799 g
41 4637 j
42 4602 i
43 4551 c
44 4486 a
45 4395 i
46 4359 a
47 4188 c
48 4042 q
49 3943 a
50 3922 n
51 3908 s
52 3824 j
53 3771 m
54 3735 u
55 3691 q
56 3535 e
57 3451 c
58 3373 m
59 3123 q
60 2657 d

Teste 1083
1 7388 i
2 6998 k
3 6698 l
4 6644 g
5 6607 f
6 6496 d
7 6441 p
8 6329 p
9 6297 t
10 6235 k
11 6175 x
12 6156 p
13 6128 h
14 6118 q
15 5955 z
16 5937 b
17 5908 j
18 5904 w
19 5890 a
20 5881 d
21 5806 b
22 5796 i
23 5784 d
24 5731 t
25 5726 z
26 5684 x
27 5628 a
28 5565 h
29 5562 s
30 5475 w
31 5419 b
32 5366 t
33 5362 x
34 5345 a
35 5337 t
36 5302 a
37 5296 e
38 5235 l
39 5202 z
40 5193 b
41 5170 z
42 5139 w
43 5138 s
44 5132 q
45 5047 u
46 4970 j
47 4954 t
48 4875 x
49 4861 g
50 4818 h
51 4799 w
52 4635 s
53 4628 u
54 4623 v
55 4602 v
56 4517 b
57 4494 s
58 4486 t
59 4400 f
60 4359 z
61 4321 p
62 4300 z
63 4259 d
64 4042 h
65 3922 e
66 3884 s
67 3824 a
68 3735 a
69 3535 w
70 3373 b
71 2657 s

Teste 1084
1 7492 w
2 6998 a
3 6644 j
4 6496 w
5 6408 p
6 6329 c
7 6235 l
8 6199 e
9 6156 d
10 6118 e
11 5995 w
12 5937 v
13 5904 o
14 5881 g
15 5858 r
16 5826 d
17 5796 d
18 5794 a
19 5769 l
20 5731 r
21 5684 b
22 5650 g
23 5618 y
24 5565 e
25 5533 d
26 5521 z
27 5475 y
28 5447 e
29 5445 y
30 5366 p
31 5345 f
32 5302 e
33 5235 e
34 5231 l
35 5193 y
36 5154 z
37 5144 e
38 5139 e
39 5132 q
40 5127 e
41 5067 x
42 4979 b
43 4970 z
44 4886 e
45 4875 z
46 4818 o
47 4792 l
48 4733 b
49 4649 o
50 4635 j
51 4623 f
52 4601 f
53 4517 l
54 4503 j
55 4486 y
56 4414 v
57 4359 z
58 4300 l
59 4277 z
60 4042 z
61 3884 x
62 3874 j
63 3773 y
64 3735 b
65 3590 q
66 3560 z
67 3547 o
68 3545 c
69 3373 o
70 3302 f
71 3010 o

Teste 1085
1 6969 v
2 6853 a
3 6294 q
4 6285 y
5 6156 c
6 6145 m
7 6028 d
8 5995 j
9 5927 q
10 5904 u
11 5889 u
12 5858 x
13 5806 p
14 5796 y
15 5769 q
16 5684 b
17 5681 j
18 5618 y
19 5533 o
20 5519 m
21 5514 b
22 5475 p
23 5445 b
24 5412 p
25 5345 d
26 5314 y
27 5235 v
28 5210 p
29 5193 p
30 5186 u
31 5144 e
32 5132 g
33 5067 p
34 4970 p
35 4875 z
36 4831 e
37 4805 b
38 4792 u
39 4727 g
40 4714 x
41 4649 y
42 4639 j
43 4623 b
44 4574 p
45 4517 v
46 4486 e
47 4423 b
48 4359 j
49 4322 t
50 4277 q
51 4197 y
52 4126 o
53 4045 o
54 3983 z
55 3884 a
56 3788 e
57 3773 j
58 3590 o
59 3547 m
60 3525 j
61 3432 v
62 3373 t
63 3010 m

Teste 1086
1 7044 b
2 6853 w
3 6629 b
4 6511 r
5 6293 a
6 6285 n
7 6145 x
8 5995 x
9 5986 x
10 5904 e
11 5858 w
12 5831 e
13 5796 t
14 5718 d
15 5684 b
16 5618 l
17 5583 b
18 5563 x
19 5535 x
20 5519 a
21 5480 w
22 5475 r
23 5467 c
24 5449 v
25 5412 y
26 5314 n
27 5210 m
28 5186 m
29 5132 d
30 5104 n
31 5075 f
32 4970 h
33 4961 w
34 4935 k
35 4866 t
36 4838 y
37 4831 k
38 4792 y
39 4714 b
40 4639 m
41 4626 a
42 4579 i
43 4574 b
44 4486 m
45 4400 m
46 4396 k
47 4359 i
48 4304 r
49 4277 f
50 4236 n
51 4159 m
52 4126 k
53 4008 m
54 3983 n
55 3905 y
56 3788 n
56 3788 v
58 3616 m
59 3590 r
60 3525 x
61 3373 a
62 3355 l
63 3127 h

Teste 1087
1 7792 q
2 7492 v
3 7434 o
4 7099 x
5 7044 d
6 6964 a
7 6839 u
8 6829 i
9 6745 k
10 6723 g
11 6678 g
12 6644 x
13 6629 u
14 6616 w
15 6548 y
16 6408 k
17 6403 i
18 6385 h
19 6368 l
20 6293 d
21 6235 m
22 6193 y
23 6175 z
24 6171 g
25 6145 n
26 6079 h
27 6037 g
28 5998 f
29 5986 d
30 5969 h
31 5858 e
32 5805 o
33 5796 n
33 5796 o
35 5722 r
36 5684 a
37 5630 d
38 5604 o
39 5583 t
40 5537 d
41 5535 j
42 5480 s
43 5467 b
44 5412 t
45 5367 x
46 5358 d
47 5357 x
48 5345 m
49 5335 k
50 5306 h
51 5237 u
52 5229 o
53 5210 u
54 5209 d
55 5132 u
56 5113 h
57 5080 n
58 5075 f
59 5000 a
60 4972 i
61 4961 g
62 4896 z
63 4866 q
64 4856 e
65 4831 l
66 4803 k
67 4770 v
68 4734 h
69 4714 n
70 4658 s
71 4626 k
72 4592 d
73 4574 g
74 4542 t
75 4539 b
76 4400 w
77 4380 l
78 4366 a
79 4359 d
80 4277 i
81 4274 h
82 4209 g
83 4172 g
84 4159 o
85 4021 t
86 4008 h
87 3941 n
88 3905 n
89 3813 j
90 3788 x
91 3590 d
92 3542 l
93 3486 k
94 3373 r
95 3127 x
96 3076 u

Teste 1088
1 7492 m
2 7125 y
3 7099 f
4 6964 l
5 6829 s
6 6723 o
7 6644 c
8 6616 b
9 6449 b
10 6408 t
11 6385 r
12 6293 y
13 6281 l
14 6239 b
15 6193 x
16 6171 p
17 6079 w
18 6001 w
19 5998 o
20 5969 p
21 5869 r
22 5843 o
23 5824 s
24 5807 n
25 5805 o
26 5796 u
27 5772 n
28 5684 m
29 5663 d
30 5621 o
31 5604 g
32 5537 q
33 5503 v
34 5480 b
35 5473 o
36 5412 o
37 5383 k
38 5382 n
39 5358 n
40 5355 g
41 5345 p
42 5306 n
43 5278 i
44 5254 z
45 5229 s
46 5209 e
47 5208 v
48 5183 h
49 5156 x
50 5144 c
51 5113 z
52 5085 f
53 5075 t
54 4972 e
54 4972 f
56 4907 f
57 4905 c
58 4901 m
59 4896 c
60 4856 d
61 4803 x
62 4780 x
63 4734 h
64 4658 n
65 4592 i
66 4542 e
67 4534 p
68 4511 q
69 4430 o
70 4400 v
71 4366 k
72 4342 s
73 4330 e
74 4306 g
75 4304 p
76 4277 f
77 4267 u
78 4209 o
79 4159 h
80 4087 t
81 4059 p
82 4008 o
83 3973 h
84 3905 m
85 3851 m
86 3788 v
87 3742 o
88 3562 d
89 3542 g
90 3415 v
91 3373 d
92 3241 m
93 3141 o
94 3076 v
95 2748 f
96 2089 t

Teste 1089
1 5902 q
2 5719 r
3 5633 f
4 5622 g
5 5621 m
6 5577 o
7 5558 a
8 5546 k
9 5537 l
10 5480 j
11 5416 l
12 5412 g
13 5406 d
14 5382 g
15 5370 e
16 5355 f
17 5306 w
18 5276 b
19 5254 k
20 5228 m
21 5209 f
22 5195 h
23 5183 g
24 5163 w
25 5144 m
26 5085 v
27 5060 f
28 5058 d
29 5024 g
30 5010 y
31 4991 b
32 4972 o
33 4964 j
34 4912 h
35 4907 h
36 4901 b
37 4856 p
38 4841 l
39 4780 o
40 4658 d
41 4640 b
42 4542 b
43 4511 r
44 4400 a
45 4342 n
46 4306 l
47 4277 k
48 4253 m
49 4209 m
50 4163 l
51 4088 g
52 4087 c
53 4068 c
54 4031 v
55 4008 b
56 3905 d
57 3788 w
58 3787 o
59 3590 k
60 3562 e
61 3415 l
62 3241 y
63 3154 w
64 3076 h
65 2806 n
66 2778 p
67 2089 q

Teste 1090
1 6473 s
2 6428 r
3 6309 l
4 6226 a
5 6102 k
6 6043 f
7 6023 g
8 5953 i
9 5821 g
10 5764 d
11 5719 i
12 5622 g
13 5577 e
14 5546 i
15 5545 y
16 5516 a
17 5480 g
18 5412 k
19 5382 a
20 5355 w
21 5276 r
22 5228 r
23 5195 t
24 5177 w
25 5163 s
26 5135 i
27 5134 r
28 5102 x
29 5085 h
30 5058 a
31 5010 b
32 4972 g
33 4953 k
34 4936 g
35 4912 v
36 4901 r
37 4841 b
38 4832 r
39 4779 z
40 4703 v
41 4695 h
42 4658 f
43 4592 e
44 4542 k
45 4496 b
46 4483 m
47 4475 g
48 4400 g
49 4378 t
50 4318 l
51 4306 l
52 4304 f
53 4253 d
54 4163 d
55 4087 f
56 4081 d
57 4040 s
58 4031 l
59 3905 y
60 3838 b
61 3815 r
62 3787 z
63 3562 r
64 3466 b
65 3241 s
66 3076 b
67 2778 x

Teste 1091
1 6473 z
2 6467 f
3 6309 x
4 6202 z
5 6197 n
6 6172 z
7 6102 f
8 6056 g
8 6056 z
10 6023 f
11 5965 a
12 5822 n
13 5821 g
14 5817 f
15 5789 w
16 5719 m
17 5684 v
18 5631 f
19 5577 c
20 5545 z
21 5480 w
22 5401 l
23 5386 g
24 5382 l
25 5347 t
26 5341 c
26 5341 y
28 5312 c
29 5276 j
30 5217 m
31 5195 a
32 5163 t
33 5151 r
34 5134 s
35 5085 p
36 5027 s
37 5010 g
38 4953 t
39 4931 j
40 4912 z
41 4841 y
42 4779 n
43 4723 t
44 4695 f
45 4692 d
46 4691 f
47 4622 p
48 4592 t
49 4496 n
50 4475 g
51 4463 h
52 4378 r
53 4328 t
54 4314 p
55 4306 p
56 4305 g
57 4253 d
58 4087 h
59 4058 c
60 4040 e
61 4002 c
62 3957 e
63 3905 d
64 3815 c
65 3809 d
66 3562 f
67 3397 x
68 3241 c
69 2778 c

Teste 1092
1 7298 x
2 6467 t
3 6429 c
4 6245 w
5 6206 k
6 6202 k
7 6197 o
8 6172 m
9 6056 q
10 6023 b
11 5957 v
12 5822 v
13 5817 g
14 5749 m
15 5738 v
16 5719 a
17 5631 e
18 5545 y
19 5500 b
20 5489 g
21 5401 n
22 5382 e
23 5352 z
24 5341 t
25 5312 a
26 5262 q
27 5217 z
28 5163 q
29 5134 h
30 5122 j
31 5069 z
32 5048 e
33 5027 q
34 5025 q
35 4953 a
36 4924 a
37 4912 w
38 4779 d
39 4729 w
40 4695 x
41 4691 o
42 4627 e
43 4592 c
44 4582 y
45 4578 d
46 4494 a
47 4491 e
48 4475 z
49 4378 o
50 4314 m
51 4305 j
52 4271 o
53 4266 h
54 4160 a
55 4087 h
56 4040 o
57 3960 m
58 3957 z
59 3890 o
60 3815 e
61 3798 n
62 3742 z
63 3699 h
64 3562 v
65 3415 t
66 3323 t
67 3241 w
68 3200 v
69 2576 q

Teste 1093
1 7315 b
2 7298 y
3 7060 c
4 6667 x
5 6429 c
6 6420 q
7 6206 b
8 6197 u
9 6056 v
10 6001 v
11 5969 p
12 5957 i
13 5944 z
14 5909 q
15 5843 v
16 5817 e
17 5807 r
18 5796 d
19 5738 x
20 5682 r
21 5650 x
22 5631 q
23 5600 x
24 5557 m
25 5500 s
26 5401 w
27 5352 w
28 5312 m
29 5217 z
30 5164 c
31 5134 q
32 5097 s
33 5084 v
34 5083 b
35 5072 w
36 5069 h
37 5027 r
38 5007 d
39 4988 x
40 4979 i
41 4957 z
42 4953 i
43 4912 c
44 4869 i
45 4853 m
46 4845 y
47 4729 o
48 4722 r
49 4720 h
50 4718 r
51 4701 x
52 4691 z
53 4649 o
54 4648 e
55 4592 s
56 4578 m
57 4491 x
58 4463 w
59 4437 i
60 4386 s
61 4378 r
62 4305 q
63 4266 u
64 4254 v
65 4146 v
66 4087 x
67 4078 c
68 3960 c
69 3890 f
70 3850 u
71 3839 p
72 3798 b
73 3755 q
74 3699 x
75 3651 e
76 3415 x
77 3241 i
78 3192 u
79 3109 f
80 2576 e

Teste 1094
1 7631 r
2 7298 l
3 7141 b
4 6767 u
5 6667 b
6 6572 s
7 6546 f
8 6494 l
9 6420 f
10 6414 e
11 6341 y
12 6197 c
13 6049 q
14 6001 n
15 5997 t
16 5957 k
17 5948 n
18 5909 m
19 5838 y
20 5817 n
21 5796 g
22 5684 w
23 5682 b
24 5680 e
25 5631 w
26 5581 y
27 5576 k
28 5570 s
29 5557 v
30 5417 m
31 5401 m
32 5312 d
33 5292 v
34 5164 e
35 5110 g
36 5097 q
37 5086 k
38 5083 f
39 5069 l
40 5007 g
41 5004 w
42 4979 y
43 4953 s
44 4869 v
45 4854 u
46 4852 q
47 4846 g
48 4845 t
49 4778 f
50 4769 f
51 4722 e
52 4718 e
53 4691 u
54 4666 f
55 4648 u
56 4611 d
57 4584 l
58 4578 u
59 4504 v
60 4463 f
61 4388 b
62 4386 y
63 4364 u
64 4359 m
65 4317 x
66 4305 y
67 4263 e
68 4254 w
69 4087 k
70 3960 x
71 3887 c
72 3850 s
73 3798 h
74 3710 h
75 3699 q
76 3565 m
77 3415 m
78 3340 n
79 3192 f
80 2576 r

Teste 1095
1 7008 o
2 6355 g
3 6296 x
4 5969 t
5 5840 q
6 5696 j
7 5684 p
8 5680 n
9 5581 c
10 5570 i
11 5569 t
12 5507 q
13 5417 s
14 5376 i
15 5370 x
16 5312 d
17 5164 o
18 5097 u
19 5083 o
20 5037 f
21 5007 x
22 4979 l
23 4869 n
24 4852 f
25 4845 l
26 4828 o
27 4769 o
28 4718 t
29 4666 j
30 4658 x
31 4611 x
32 4578 t
33 4463 j
34 4453 t
35 4443 g
36 4437 l
37 4394 s
38 4386 q
39 4359 g
40 4325 d
41 4305 n
41 4305 q
43 4254 d
44 4228 l
45 4094 j
46 4093 d
47 4070 n
48 4024 j
49 3960 x
50 3850 j
51 3760 a
52 3713 u
53 3710 g
54 3678 n
55 3565 a
56 3364 o
57 3340 n
58 3297 c
59 2576 t

Teste 1096
1 6872 l
2 6776 t
3 6355 o
4 6248 t
5 6032 u
6 5975 t
7 5969 p
8 5892 p
9 5696 s
10 5680 r
11 5659 s
12 5570 a
13 5507 s
14 5458 r
15 5388 r
16 5384 h
17 5378 l
18 5376 r
19 5312 v
20 5222 d
21 5212 s
22 5178 v
23 5097 r
24 5058 s
25 5037 c
26 5002 l
27 4979 e
28 4940 h
29 4870 s
30 4852 d
31 4828 x
32 4718 l
33 4658 c
34 4604 r
35 4578 t
36 4567 o
37 4511 o
38 4453 t
39 4437 l
40 4390 c
41 4386 u
42 4325 f
43 4323 u
44 4305 l
45 4286 r
46 4281 p
47 4228 o
48 4130 x
49 4099 a
50 4093 s
51 4024 s
52 3885 c
53 3870 e
54 3850 t
55 3713 u
56 3678 h
57 3575 f
58 3364 h
59 3297 r

Teste 1097
1 5466 z
2 5151 g
3 3713 z
4 3575 g
5 3297 r
6 3120 r

Teste 1098
1 5571 l
2 5351 a
3 5151 l
4 4994 g
5 3575 g
6 3120 a

Teste 1099
1 6872 i
2 6684 k
3 6517 g
4 6443 z
5 6377 q
6 6355 s
7 6032 c
8 5969 s
9 5909 u
10 5817 l
11 5720 g
12 5696 q
13 5659 f
14 5637 a
15 5571 q
16 5507 s
17 5463 j
18 5388 a
19 5378 z
20 5351 q
21 5312 x
22 5288 g
23 5275 s
24 5212 q
25 5207 u
26 5197 a
27 5187 r
28 5169 c
29 5157 p
30 5097 a
31 5037 p
32 4994 f
33 4993 p
34 4979 j
34 4979 r
36 4969 f
37 4914 s
38 4873 b
39 4870 l
40 4828 b
41 4823 z
42 4791 l
43 4732 q
44 4693 m
45 4658 v
46 4617 f
47 4586 x
48 4578 r
49 4511 w
50 4437 g
51 4395 d
52 4386 m
53 4356 v
54 4323 d
55 4286 p
56 4228 k
57 4099 z
58 4057 i
59 4024 g
60 3870 r
61 3699 w
62 3477 l
63 3433 s
64 3120 g

Teste 1100
1 6684 b
2 6580 e
3 6443 a
4 6355 c
5 6303 g
6 6011 p
7 5969 j
8 5954 k
9 5952 h
10 5885 y
11 5823 a
11 5823 b
13 5817 p
14 5803 a
15 5723 o
16 5696 b
17 5637 k
18 5507 a
19 5431 a
20 5390 f
21 5388 e
22 5351 t
23 5288 e
24 5212 z
25 5197 g
26 5174 g
27 5169 g
28 5156 h
29 5103 e
30 5097 a
31 5091 c
32 5051 f
33 5045 v
34 5013 g
35 5001 z
36 4994 t
37 4979 v
38 4969 x
39 4926 v
40 4873 h
41 4828 y
42 4791 u
43 4702 x
44 4693 k
45 4617 g
46 4578 x
47 4496 u
48 4479 b
49 4437 c
50 4386 v
51 4323 y
52 4322 x
53 4228 f
54 4057 h
55 4047 j
56 4002 t
57 3955 y
58 3870 o
59 3852 t
60 3705 k
61 3673 v
62 3477 v
63 3120 f
64 2592 c

Teste 1101
1 6580 q
2 6488 n
3 6355 r
4 6248 j
5 6162 k
6 6094 q
7 6065 i
8 6011 a
9 5981 u
10 5954 t
11 5885 p
12 5823 o
13 5803 n
14 5770 o
15 5696 u
16 5627 d
17 5520 p
18 5511 m
19 5507 n
20 5474 n
21 5442 q
22 5416 e
23 5405 u
24 5390 k
25 5371 p
26 5366 j
27 5351 i
28 5348 t
29 5232 j
30 5212 d
31 5174 z
32 5156 m
33 5097 j
34 5055 n
35 5051 h
35 5051 r
37 5038 h
38 5013 j
39 5010 k
40 4994 t
41 4969 n
42 4873 q
43 4791 c
44 4695 p
45 4693 m
46 4603 t
47 4578 p
48 4522 z
49 4482 m
50 4479 e
51 4437 h
52 4386 h
53 4329 l
54 4322 i
55 4103 a
56 4057 k
57 4002 l
58 3973 i
59 3870 p
60 3833 i
61 3705 u
62 3703 c
63 3477 j
64 2592 i

Teste 1102
1 7431 s
2 6544 k
3 6488 c
4 6399 w
5 6374 s
6 6359 j
7 6248 b
8 6094 b
9 6067 e
10 6011 w
11 5970 s
12 5954 a
12 5954 x
14 5891 b
15 5823 k
16 5770 z
17 5744 n
18 5706 b
19 5627 n
20 5511 b
21 5474 s
22 5452 b
23 5416 b
24 5390 i
25 5380 t
26 5366 w
27 5348 s
28 5304 a
29 5212 f
30 5185 s
31 5156 f
32 5144 q
33 5114 c
34 5057 f
35 5055 e
36 5051 a
37 5013 y
38 4994 j
39 4873 q
40 4828 f
41 4695 s
42 4603 e
43 4540 d
44 4522 g
45 4479 a
46 4386 s
47 4369 z
48 4322 d
49 4138 f
50 4127 a
51 4057 a
52 4030 w
53 3973 a
54 3894 x
55 3833 t
56 3703 f
57 3683 a
58 3563 g
59 3555 k
60 3515 e
61 3496 y
62 3454 i
63 2809 b
64 2592 k

Teste 1103
1 7660 r
2 7304 v
3 7209 u
4 6945 s
5 6656 e
6 6394 x
7 6212 m
8 6103 r
9 6011 k
10 5954 r
11 5891 e
12 5849 t
13 5770 k
14 5756 u
15 5706 w
16 5668 o
17 5511 o
18 5468 o
19 5452 r
20 5390 k
21 5366 e
22 5304 u
23 5298 r
24 5267 s
25 5185 i
26 5144 e
27 5057 s
28 5051 c
29 4994 o
30 4947 e
31 4828 t
32 4655 e
33 4653 y
34 4626 w
35 4603 s
36 4597 c
37 4538 k
38 4522 r
39 4496 b
40 4457 o
41 4405 o
42 4386 x
43 4322 o
44 4136 o
45 4127 v
46 4030 x
47 3983 i
48 3957 x
49 3894 m
50 3841 k
51 3703 b
52 3563 y
53 3515 o
54 3454 o
55 2592 u

Teste 1104
1 7304 t
2 7228 m
3 6945 h
4 6405 p
5 6394 l
6 6325 o
7 6267 w
8 6103 b
9 6094 l
10 5986 x
11 5954 n
12 5849 x
13 5804 t
14 5786 g
15 5756 l
16 5748 l
17 5668 p
18 5553 g
19 5531 x
20 5468 m
21 5452 p
22 5426 d
23 5390 o
24 5305 t
25 5304 p
26 5292 j
27 5267 j
28 5252 l
29 5219 w
30 5185 j
31 5144 t
32 5094 d
33 5051 x
34 4982 k
35 4947 a
36 4713 h
37 4674 o
38 4655 o
39 4626 j
40 4597 g
41 4550 r
42 4522 l
43 4510 g
44 4457 w
45 4386 w
46 4327 x
47 4136 x
48 4119 b
49 4030 g
50 3957 d
51 3841 d
52 3563 g
53 3454 r
54 3381 n
55 3325 a

Teste 1105
1 6273 l
2 6068 u
3 5999 d
4 5677 d
5 5437 j
6 5304 k
7 5267 u
8 5221 i
9 5219 s
10 5144 i
11 5122 l
12 5088 p
13 5051 d
14 4947 v
15 4910 s
16 4674 u
17 4626 l
18 4616 v
19 4550 j
20 4510 d
21 4443 x
22 4428 u
23 4391 q
24 4386 p
25 4368 j
26 4350 d
27 4136 l
28 4030 j
29 3841 q
30 3454 d
31 3325 x

Teste 1106
1 7101 i
2 6841 k
3 6611 i
4 6602 z
5 6436 n
6 6068 n
7 5694 b
8 5677 a
9 5498 o
10 5304 r
11 5277 r
12 5221 b
13 5144 o
14 5088 l
15 5011 x
16 4947 i
17 4891 l
18 4798 h
19 4674 k
20 4616 z
21 4510 p
22 4428 x
23 4386 h
24 4350 l
25 4218 l
26 4147 h
27 4080 k
28 4030 i
29 3456 p
30 3454 h
31 2087 a

Teste 1107
1 5278 u
2 5120 f
3 4482 p
4 4218 p
